normalization	East-West	Dialect	id	year
Sitten mennään! Minä meinasin että käväisen huomenna ruokakaupassa oppitunnin jälkeen. Toivottavasti muistan, minä pruukaan unohdella hommia liiankin helposti. Pitäisi vielä opiskellakin kaiken päälle. No eiköhän tämä tästä! Huomiseen! [url]	W	TA	1.44510180810444E+018	2021
@@ Suomen Ateenassa saa tosi hyvää näköalaa eri murteisiin (paitsi Turku).	E	SA	1.44509800592173E+018	2021
En ole pitkiin aikoihin mitään twiitannut. Osaakohan sitä enää murteella edes puhua saati kirjoittaa? [url]	W	SO	1.44509431264416E+018	2021
Tykkään kyllä ihan mahdottomasti elinkirjosta ja näistä murreviserryksistä, kiitos @MikaelNiku! Tulee heti melko kotoisa olo. Aivan älytöntä laittaa kaikki samaan muottiin, vaikka voitaisiin ihan hyvin pitää huolta omanlaisistaan elävistä. #murreviikko #kuusamo [url]	E	SA	1.44509325221497E+018	2021
@@ No enpä taida enää osata, katso kun en ole pitkään aikaan asunut kotiseudulla ja ulkomailla sitä rupeaa se oma kieli kummasti kangistumaan niin_kuin laiha punatulkku pakkasilmalla. #murreviikko	W	NO	1.44509087696808E+018	2021
@@ Stadilainen voi käydä skugessa tsiigaamassa heinähattuja, mutta bamlaa niin_kuin aikaisemminkin.	W	HE	1.44509080088761E+018	2021
@@ Oletko Seppo huomannut jotta on menossa @murreviikko? Murre ja murre, mitä mieltä olet onko koirillakin murteita?	E	SA	1.44508627158039E+018	2021
@@ Minä_ole tiennytkään tämmöisestä murreviikosta. Minä pidän, että_ei se_ole helppo kirjoittaa murteella, mutta täytyy yrittää. Se_olisi rohki mieleistä, kun toiset koittaisi arvata, mistä päin tekstin kirjoittaja on poissa. [emoji] #murreviikko	W	BN	1.44508173806202E+018	2021
Murreviikko. Ihan ekaksi täytyy sanoa että aion kutsua ratikkaa spåraksi sitten Mansessa ja otan turpaan ihan mielelläni sen takia. Mutta en tajunnut että minulla_on mitään murretta, edes kun muutin Kotkaan ja täällä_on vähän erilainen tämä puhe kuitenkin vaikka tietyllä_lailla samanlainen, jätetään loppuja veks 1/*2	W	TA	1.44507878426112E+018	2021
#murreviikko käynnissä. Koska täällä Jyväskylässä ei puhuta niin selkeää murretta, palaan lapsuuden kielimaisemaan. Kuvailenpa tutkimustuloksiani:  Ammatti-ihmiset kirjoittaa tukea tarvitsevista lapsista ja niiden eri tuen muodoista väärin. Kirjoittamisen laatu vaihtelee.	E	SA	1.44507498340799E+018	2021
Onkohan kaikki Zuckerbergin pilvipalvelimet pyllyllään? #murreviikko #pilvipalvelin	NA	NA	1.44507456892274E+018	2021
@@ Ai niin. Tällä viikolla piti twiitata omalla murteella. Lähdetkö sinä mukaan?	E	SE	1.44507406369358E+018	2021
Harmillista että tällaista puhdasta kirjakieltä puhuva ex-jyväskyläläinen ei oikein voi osallistua #murreviikko’on [emoji]	E	SA	1.44506894532989E+018	2021
On maar niin_paljon monta asiaa yhdessä viikossa tällä viikkoa. Niin kuin elukoiden viikko, elokuvaviikko, imetysviikko, luki-viikko ja sitten vielä tämmöinen murteisiin puhumisen viikko. Että kuinka sitä oikein ehtii kaikkia edes fundeeraamaan.  #murreviikko	W	SW	1.44506874235501E+018	2021
@@ En tiedä saatanko kun en_minä nykyään oikein osaa mutella pännätä hyvä, että porista. #murreviikko	W	BN	1.44506845280965E+018	2021
Minä olen kotoisin Pohjois-Karjalasta, mutta sillä kun minä muutin Etelä-Suomeen oli iso vaikutus minun murteeseen. Enää en osaa sanoa edes “minä” vaikka kovasti väitin että siitä minä en luovu. Aika alussa minä luovuin muodoista “me” ja “te”. [url]	E	SA	1.44506527088472E+018	2021
Nyt on sangen kiinnostavaa nähdä kuinka @@ tähän murreviikkoon reagoi #turku #tampere #josmuuniinmikä #murreviikko [emoji] [url]	W	TA	1.44506491355947E+018	2021
Eriarvoisuuden vuosisata [emoji] Maailmanlaajuisesti on julmat luvut; niin maiden välillä kuin sisälläkin. Nyt ei ole aikaa vötkyillä vaan nyt pistellään rätingit sille mallille, että sosiaaliturvaa, terveydenhoitoa ja opetusta on ihan jokaiselle. Muutoin on tiedossa rytinää. #murreviikko [url]	E	SA	1.44506486170528E+018	2021
Lahdesta terve! [url]	NA	NA	1.44506350965033E+018	2021
Voi tokkiinsa, pitäisikö se haastella savoksi kokonainen viikko? Enpä taida kehdata, kun automaattinen korjaus säätää koko ajan väärin ja joudun jäljestäpäin korjaamaan jokaisen sanan. Raskaaksi käy semmoinen twiittailu. #murreviikko [url]	E	SA	1.44506188743205E+018	2021
Minun_mielestä tämä on hieno homma! #Murreviikko [url]	W	TA	1.44506116081492E+018	2021
@@ @@ @@ @@ No ainakin meidän yksikössä on ollut aina tosi tasa-arvoinen meininki kun professorit ja maisteriopiskelijat analysoi aineistoja yhdessä. Se luo yhteenkuuluvuutta ja tunteen että myös opiskelijan ajatukset on tärkeitä. Tietty ne tutkintovaatimukset voi olla vähän haastavia. (#murreviikko).	NA	NA	1.44506096083471E+018	2021
#murreviikko! Cool! Yleensä minä kirjoitan eteläpohjanmaan murteella aina kun on mahdollisuus, koska se on niin_kuin minun toinen kotikieli. Mutta onhan mun oma uusimaakin murretta. On muuten yllättävän vaikeaa kirjoittaa puhekielellä kun on tottunut pistämään kaikki pilkut ja päätteet paikoilleen [emoji]	W	TA	1.44505971176683E+018	2021
#murreviikko’n päätteeksi oikein hyvää yötä ja mukavaa tulevaa maanantaita jokaiselle täällä twitterissä [emoji][emoji][emoji] [url]	E	SA	1.58172638624646E+018	2022
#Murreviikko lopuillaan. Olen asunut monessa paikassa mutta pisimpään Vantaalla. Vaikka siitä ei tullut koskaan minun henkinen koti, oma murre on kuitenkin aika eteläisen kuuloista. Millaista on Helsingin puhekieli ja minne se on menossa? @@ kertoo. [url]	W	TA	1.58161550302545E+018	2022
@@ Tuleehan se aina takaisin aika helposti, mutta ei sitä osaa enää aivan niin luontevasti puhua, kun on jo yli kaksikymmentä vuotta asunut muualla.	W	SO	1.58116969275212E+018	2022
Kun_me asuttiin kauempana, niin tuo minun mies sanoi aina autossa, että viimeistään Orivedellä alkoi puhe muuttua. Vaikka_ei siellä autossa kukaan muu kyllä mitään puhetta muuttanut, kuin minä vain.  Kyllä meillä kotona kakaratkin osaa sanoa, että “ihan varmana”. [url]	W	TA	1.58113355711993E+018	2022
Murteet on hienoja, mutta poria en ole vieläkään kunnolla oppinut. “Tule nyt sinäkin tai mene nyt vatsallesi” tai “kun menet Poriin, pannaan sinut pärekoriin ja vedetään pitkin Porin toria että ahteri sanoo horiloria.”  Olette te ihmellisiä otuksia. #murreviikko	W	SW	1.58099125751332E+018	2022
@@ Kun sain omat lapset, niin minä niille aloin puhua sillä lailla kuin minulle pienenä puhuttiin, niin että kerran neuvolan aulassa tuli hoitaja kysymään että mistä päin Savoa te tulette ja minä olin ihan että no Helsingissä olen syntynyt.	E	SA	1.58086575645957E+018	2022
Oho, meinasi tämä #murreviikko unohtua kun oli tällä viikolla niin_kuin snadisti muutakin härdelliä. Mut hei tässä tärkeimmät eli tajuatteko että koodia duunataan siis aivan joka paikassa, ei vain Stadissa vaan böndelläkin! Niin_kuin jossain Joensuussa ja Oulussa [emoji]  #KoodiaSuomesta [url]	W	HE	1.58085871516236E+018	2022
Eipä hötälehditä! Kuopiossa ainakin iltapäiväkahvia (tai teetä eli saikkua) ryystetään vasta kahden kähmällä eikä heti puolipäivästä. Muuten menee maailmankirjat ihan sekaisin! Koirat menee kissojen kanssa naimisiin ja planeetat törmäilee niin että rytisee! #murreviikko [url]	E	SA	1.58085197874555E+018	2022
Nyt sitä kahvia, vaikkapa Twitterin murreviikon kunniaksi. Vai sittenkin kahvia tai kahvia? Höystykkeeksi voit joka tapauksessa nautiskella Kotuksen murresisältöjä. [url] #murreviikko #kotusvinkki #murteet #murresanat #kahvia #nonniih [url]	E	SA	1.58084957203713E+018	2022
Lätkäisin tälle päivälle tällaisen puheenaiheen joka tuli mieleen siitä kun olen huomispäivänä lähdössä koti-Kajaaniin. Siellä pitää ruveta tyhjentämään entistä kotia niin että kohta Kajaani on pelkkä Kajaani ja enää vain henkinen koti. [url]	E	SA	1.58084805092248E+018	2022
#Murreviikko on jo perjantaissa. Millaisia kokemuksia teillä on siitä, palaako murre omaan puheeseen silloin kun menette käymään entisellä kotipaikkakunnalla? Tai tuleeko omaan puheeseen murretta jos puhutte puhelimessa vanhempien tai isovanhempien kanssa? [url]	E	SA	1.58084746063712E+018	2022
Käytkö_sinä teatterissa, museoissa tai kuuntelemassa musiseerausta? Meinaan täällä Tampereella.  Nyt tarvitsisi vastata kyselyyn.  Sen jälkeen kannattaa mennä Hildenin Saran museoon kyyläämään Brad Pittin taidetta.  #murreviikko #Tampere #kulttuuri  [url]	W	TA	1.58081609407533E+018	2022
@@ @@ Elämä Savossa on yhtä hauskanpitoa sanoi hämäläinen [emoji].	W	TA	1.58065204996827E+018	2022
@@ Miten se onkin savolaismurre joka kukkii huumorissa. “Ei paljon naurata, sanoi savolainen kun anoppi hukkui.”	E	SA	1.58064198370578E+018	2022
#Murreviikko jatkuu joten minä ja @@ jatkamme #Murremyytinmurtajat podcastin nostoja. Oletko_sinä tykästynyt Rosa Liksomiin? Entä tykkäätkö_sinä Katja Ketun kirjoista? Ota veikkosten kuunteluun jakso Everstinnan ja Kätilön murteenkäytön lukijakokemuksista [url]	W	BN	1.5806145524543E+018	2022
@@ Olenkohan minä sittenkään originelli joensuulainen kun minun syntymäkotikunta on Kiihtelysvaara… Tuossa minut on mäellä ponnistettu maailmaan mutta minun Joensuusta puuttuu kokonaan ii-kirjain [emoji]… Minulle #Joensuu on ihan vain Joensuu - murteellakin [emoji] #murreviikko	E	SA	1.58056428628321E+018	2022
Minä en oikein savoa osaa, vaikka olen Savonmaalla kesiä viettänyt, mutta Marjattapa osaa, kun on niitä tutkinut. #murreviikko [url]	E	SA	1.58053588605564E+018	2022
Miten teidän työpäivä on mennyt? Minä olen ollut innostavissa palavereissa. Toisessa startattiin uutta ja toisessa kerroin yhdestä esiselvityksestä. Ja sitten muuten olin vähän hajamielinen… #murreviikko #virkaelämää	W	SW	1.58052619524167E+018	2022
Minua aina vähän huvittaa se vitsi jonka mukaan Kajaanissa oli alkujaan kolme jiitä mutta sitten yksi vietiin Joensuuhun. Joensuussa ei jiitä tuohon nimeen panna, sehän on täällä Joensuu. Mutta eihän hyvää vitsiä pidä pilata tosiasioilla [emoji] [url]	E	SA	1.58049462398605E+018	2022
Otettaisiinko tänään puheenaiheeksi murrevitsit ja murrematkimukset? Sellaiset kuin “hauskannäköinen tyttö” tai muut vastaavat. Mitäpä vitsejä muistatte? [url]	E	SA	1.58049402381013E+018	2022
#virkaelämää #murreviikko Minä hommasin tänään itselleni uuden lemmikin. Tämä on aika mukava, seuraa kiltisti perässä [url]	W	NA	1.58049311534103E+018	2022
[emoji] [emoji] Tiesitkö sinä että nyt on #murreviikko? Me ollaan Oulusta, mutta meillä on porukkaa ympäri Suomea, joten me käännettiin meidän banneri eri murteille! [emoji] [url] [emoji] Miltä työnantajasi/yrityksesi slogan kuulostaisi sinun murteella?	W	NO	1.58046907357373E+018	2022
Ihanaa, jotta tällainenkin kirja on julkaistu! Vähän vaikealta se silti tuntuu murteella lukeminen. Ja kirjoittaminen vielä vaikeammalta. Pitää kyllä ruveta harjoittelemaan. #murreviikko #murteet #eteläpohjanmaa [url]	W	SO	1.58025879389172E+018	2022
Käväistiin Kalliossa katsomassa auringonlaskua ja kokeilemassa, kuinka kylmä tuo syystuuli oikein jo on. Kyllä se kylmä on. #murreviikko [url]	W	SW	1.58022661501526E+018	2022
Nyt kun on tämä Twitterin murreviikko niin eikö voisi noista työsuojeluasioista twiitata Tampereen kielellä sieltä Teknopoliksesta @STM_Uutiset-työosastolta? Minä olen itse lomalla niin en_viitsi. #murreviikko #työsuojelu [url]	W	TA	1.58017327987232E+018	2022
@@ on se ilmoja pidellyt sitten Partaskakin ja tolkun projektihommissa tainnut päivät päästellä menneinä aikoina?  Itsellä noita projekteja on ollut piisalle asti ja heti kaikki aloittamista vaille valmiita. #murreviikko Hola bon dia [emoji] #katalaani	E	SA	1.58017223482754E+018	2022
Neljän vuoden Porissa asumisen jälkeen murre on tarttunut niin hyvin että muualla minua luullaan syntyjäni Porilaiseksi. #murreviikko	W	NA	1.58016936315572E+018	2022
@@ Jos on talven uintisesonki alkanut niin kesän soutusesonki on loppunut #murreviikko [url]	E	SA	1.58016620530201E+018	2022
#murreviikko Unohtui eilen täällä pääseinällä ilmoittaa, että se on talviuinti kausi alkanut. Tuulta oli ja sadetta, jotta oli sääolosuhteet siltä osin kohdallaan.	E	SA	1.58015947622908E+018	2022
ai #murreviikko? okei odota hetki meen laittamaan vedenkeittimen päälle	W	SO	1.58013609304301E+018	2022
@@ Tulee mieleen ainakin Vanhan testamentin eksegetikaan professori Martti Nissinen Helsingin yliopistosta. Savolainen, aina. #murreviikko	E	SA	1.58013564990222E+018	2022
Täällä on ilmeisesti taas #murreviikko. Minä olen miettinyt että kannattaisiko sanoa mitään, kun ei minun kotipuolessa siellä Pohjois-Kymenlaaksossa varsinaisesti mitään tunnistettavaa murretta ole. Ainakaan samalla tavalla kuin jossain Savossa tai Porissa. Tai jos on niin en minä siitä ole ainakaan ikinä kehuja saanut.	E	SE	1.58013476233297E+018	2022
Aika kovat kandidaatit on nyt vuoden nimi -kilpailussa. #murreviikko-teemalla tykkään erityisesti eläinsairaalasta jonka nimi on Savon Murre [emoji] [url]	E	SA	1.5801325200832E+018	2022
En pääse yliopistolla #murreviikko-tilille joten heitän uuden keskusteluaiheen omana itsenäni. Tuleeko teille mieleen ihmisiä joiden murteenkäyttöä olette ihaillut? Minulle yksi sellainen on ollut historiantutkija Veijo Saloheimo joka käytti murretta yliopistollakin. 1/*2	E	SA	1.58011924955284E+018	2022
@@ Niin, tämänhän pitäisi mennä niin_päin, että ensiksi toimivalla inkluusiolla erityisluokkien tarve vähenee. Sitten ne lopetetaan, kun niille ei ole enää ketään tulossa. Ei sillä_tavalla, että ensin lopetetaan lasten luokat ja sitten aletaan ihmetellä että minnekä nämä nyt pannaan. (#murreviikko)	W	TA	1.58011363098029E+018	2022
Ennen_kuin itse alkaa tekemään selkotekstejä, kannattaa katsoa, mitä ja miten muut on tehnyt selkokielellä [url]. Selkokielessä on paljon samaa kuin selkeässä yleiskielessä, selkojulkaisuja lukiessa näkee, mitä eroja niissä on. #selkokieli #murreviikko 4/4	W	NO	1.58009107329611E+018	2022
Pelkästään lukemalla voi olla vaikea päästä alkuun, selkokielen koulutuksissa pääsee itse kokeilemaan selkokirjoittamista tai -puhumista. Koulutuksista lisää [url] ja [url]. #selkokieli #murreviikko 3/*4	W	NO	1.58009107046531E+018	2022
Selkokielellä kirjoittamisesta ja puhumisesta on myös oppaita. Leealaura Leskelän Selkokieli - Saavutettavan kielen opas (Opike 2019) ja Ari Sainion Avaimet selkokieleen (Opike 2022) on hirveän hyviä apureita, paljon esimerkkitekstejäkin molemmissa. #selkokieli #murreviikko 2/*4	W	NO	1.58009106780581E+018	2022
Ajattelin murreviikon kunniaksi koota omalla kotimurteellani muutaman vinkin, mistä lähteä liikkeelle, jos selkokieli kiinnostaa. Selkokeskuksen sivuilla on hirveästi tietoa selkokielestä ja selkomateriaaleista [url]. #selkokieli #murreviikko 1/*4	W	NO	1.58009106475689E+018	2022
@@ Siinä onkin kädet täynnä työtä kun funtsii mitä savolaiskutjake solkottaa! Puhuuko se kädestä vai käestä? Auttaisikohan ees kädestä pitäen opastus? [emoji] Täällä kalakukkojen kaupungissa on useita soluttautujia, joilta kelpaa kysyä. Niin_kuin @@ ja Ismailin Atik. #murreviikko	E	SA	1.58005748234434E+018	2022
Sottasin, jotta nämä saattaisi sopia, kun on #murreviikko’kin. Tykkäätkö? [url]	E	SA	1.58005620354712E+018	2022
@@ Minä on kyllä tuttu, kun minun äiti on Kymenlaaksosta ja itsekin olen aina pienenä sillä_viisiin sanonut. Kuitenkin täällä Etelä-Karjalassa se on minä eikä vissiin ikinä minä. Ja se mikä minusta on aika vinhaa, murreraja on ihan selvä, se menee Hujakkalan ja Muurikkalan välissä [emoji] #murreviikko	E	SE	1.58002062189097E+018	2022
Tervetuloa sote-alan kiellisen saavutettavuuden äärelle. Savolla kun sanon, niin kummalta kyllä kuulostaa [emoji] Sanonpahan kuitenkin, että vielä voi ilmoittautua, ja on siellä muitakin. @@ @@ @@ @@ #murreviikko [url]	E	SA	1.57994203166083E+018	2022
Tokko siellä enää sataa? Pitäisi käydä ulkona. #murreviikko	E	SA	1.5799124324491E+018	2022
Nyt on_vissiin joku #murreviikko	W	NA	1.57990596863239E+018	2022
#Murreviikko’na täytyy muistuttaa, että jos askarruttaa, mihin väliin se kuuluisa peräpohjalainen hoo pannaan, ja miksikä se ei piru vieköön tahdo osua kohdilleen jos ei murretta tunne kunnolla, ota kuunteluun tämä med @@ podcastimme avaus [emoji] [url]	W	BN	1.57990592959178E+018	2022
Minä romahdan [emoji][emoji] Peruin torstain #talohallitus’budjettisession. En vain enää jaksa kun joka ilta pitäis jotain exceliä vääntää työpäivän päälle putkeen. Ei irtoa ei, kertakaikkiaan. Tänään ennen kuoroa väänsin oopperalle tuotantobudjettia. Arvatkaapa laulattiko enää? [emoji] #murreviikko [url]	NA	NA	1.57990256969007E+018	2022
Meren rannassa tuuli. Tultiin töiden jälkeen hengittelemään ja ottamaan raitista ilmaa. Tästä sitä nauttii. Komeasti tyrskysi rantakiviin aallot. Arvatkaapa teinkö tulet? Tein. Kelpasi olla ulkona ja juoda teetä ja syödyä lämpimiä leipiä. #murreviikko #Rannalla #ulkonajokasäällä [url]	W	NO	1.57986582117811E+018	2022
Tänään on kansainvälinen tyttöjen päivä. Hyvää tyttöjen päivän iltaa kaikille tytöille! #murreviikko #tyttöjenpäivä	E	SE	1.57985544431904E+018	2022
Se olisi nyt menossa kysely sähköpotkulaudoista. Pankaas  vastaten että_ei tarvitse myöhemmin marista.  #murreviikko #osallisuus #sähköpotkulaudat #kysely #Tampere  [url]	W	TA	1.57981293378969E+018	2022
Taas mennään murreviikkoa. Viime vuonna ohjeistin, miten kirjoitetaan selkokieltä. Selkokielen pikaoppaan sinä löydät Selkokeskuksen sivulta [url] Selkokieleen murre ei hirveän hyvin sovi, kaunokirjallisuudessa voi pikkuisen käyttää. #murreviikko #selkokieli [url]	W	NO	1.57980486408303E+018	2022
Miten sinä, Tuula, osaat niin hyvin kirjoittaa tuota meidän murretta? Minulla menee puheessa melko hyvin, mutta kyllä tämä kirjoittaminen on vaikeaa. Murre on kyllä ihanaa [emoji] #murreviikko [url]	E	SA	1.57979537557752E+018	2022
Ei minulle_kukaan ole soittanut? Niin, ei sinulla mitään asiaa kumminkaan ollut?  Et suinkaan sinä minua tähän nyt tarvitse?  Kuinka sinä nyt tuommoista?  #murreviikko	W	SW	1.57979120778573E+018	2022
Nyt on semmoinen keli ulkona että pitää katsoa mihin astuu, ettei ole kenkä* passissa.  *=ei missään nimessä mitään äng-äännettä tähän #murreviikko	W	SW	1.5797736345617E+018	2022
Tampereella olen tottunut sanomaan että minä mutta moro en kyllä sano. Joku roti. #murreviikko	W	TA	1.57977293998538E+018	2022
Niin sitten Kotkassa minä totuin puhumaan näin että sanoissa ei ole loppuja oikeastaan ollenkaan ja kun on kuitenkin stadista alunperin niin ei se sillä_tavalla tuntunut miltään paitsi tuo minä. En tiedä onko tämä yhtään oikeata kotkaa sitten kuitenkaan mutta tulinpa nyt tähänkin sanomaan. #murreviikko	W	TA	1.57977244047313E+018	2022
Minun eteläpohjalainen iskä meni kerran huoltoasemalle kysymään, olisiko heillä myydä patteria, kun oli paristot loppu, ja myyjä vastasi, että löytyy vain Red Bullia. #murreviikko	W	NA	1.57976842803417E+018	2022
Että se mitä tästä nyt lähinnä nähdään on se, että kun uusi hoito keksitään niin se ottaa aikansa ennen_kuin se tulee yleiseen käyttöön ja Suomessa me on aika varovaisia tupattu siinä kohtaa olemaan. Ja tyttöjen tarkkaavuuden haasteissa on oltu turhankin varovaisia? #murreviikko 2/*2	E	SA	1.57973143259513E+018	2022
Tätä kuvaajaa kun katsotte niin muistakaa se, että nuo tavalliset adhd-lääkkeethän ne sai myyntiluvan Suomessa vasta silloin 2003 ja vielä 2007 meillä oli lääkeiden käyttö tähän vaivaan aivan mitätöntä esimerkiksi naapuripohjoismaihin verrattuna. 1/*2 #murreviikko [url]	E	SA	1.57973143017084E+018	2022
